id,year,month,unit,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,recovery_cases,total_cases
1037,2019,July,"Railway Range",0,4,1,0,0,1,0,0,0,7,7,87,107
1038,2019,August,DMP,2,16,14,6,0,205,8,5,58,98,393,1384,2189
1039,2019,August,CMP,1,7,5,7,0,68,1,4,16,20,133,468,730
1040,2019,August,KMP,0,0,3,0,0,13,0,0,1,11,33,84,145
1041,2019,August,RMP,0,2,5,2,0,20,2,2,3,6,45,363,450
1042,2019,August,BMP,0,2,4,1,0,14,0,0,11,8,43,135,218
1043,2019,August,SMP,1,1,2,5,0,25,0,2,5,8,82,71,202
1044,2019,August,RPMP,0,0,2,0,0,16,0,0,0,7,33,91,149
1045,2019,August,GMP,0,3,7,1,0,35,1,0,0,11,69,229,356
1046,2019,August,"Dhaka Range",3,12,75,5,0,279,47,6,36,84,998,1460,3005
1047,2019,August,"Mymensingh Range",1,4,29,4,0,161,2,4,5,33,518,501,1262
1048,2019,August,"Chittagong Range",11,5,72,9,0,221,7,10,36,66,906,1290,2633
1049,2019,August,"Sylhet Range",3,2,22,2,0,84,2,6,9,39,372,285,826
1050,2019,August,"Khulna Range",3,9,37,2,0,174,3,1,19,46,572,864,1730
1051,2019,August,"Barishal Range",2,1,9,0,0,153,3,2,13,19,409,371,982
1052,2019,August,"Rajshahi Range",1,9,28,10,0,196,2,2,7,43,603,1366,2267
1053,2019,August,"Rangpur Range",0,4,27,1,0,271,0,2,7,66,842,713,1933
1054,2019,August,"Railway Range",0,2,3,0,0,2,0,0,0,5,26,31,69
1055,2019,September,DMP,3,17,11,9,0,258,13,3,70,143,499,1523,2549
1056,2019,September,CMP,0,10,6,4,0,80,1,3,13,15,116,508,756
1057,2019,September,KMP,1,0,2,1,0,7,0,0,1,9,34,148,203
1058,2019,September,RMP,1,2,1,0,0,29,0,1,2,2,46,367,451
1059,2019,September,BMP,0,2,3,2,0,13,0,1,12,8,52,127,220
1060,2019,September,SMP,1,0,0,3,0,28,2,1,1,13,81,62,192
1061,2019,September,RPMP,0,0,1,0,0,13,5,0,0,10,32,68,129
1062,2019,September,GMP,1,2,5,0,0,49,4,1,0,13,96,219,390
1063,2019,September,"Dhaka Range",9,10,54,6,0,330,11,6,40,119,959,1500,3044
1064,2019,September,"Mymensingh Range",1,2,24,6,0,161,4,4,4,48,501,788,1543
1065,2019,September,"Chittagong Range",11,9,58,8,0,290,14,7,44,90,825,1375,2731
1066,2019,September,"Sylhet Range",2,2,18,0,0,97,3,10,10,52,356,315,865
1067,2019,September,"Khulna Range",2,5,25,4,0,203,4,3,25,64,612,933,1880
1068,2019,September,"Barishal Range",4,2,10,0,0,148,2,3,15,16,428,347,975
1069,2019,September,"Rajshahi Range",1,9,26,6,0,284,9,3,9,38,542,1700,2627
1070,2019,September,"Rangpur Range",1,3,22,1,0,285,5,2,12,67,752,781,1931
1071,2019,September,"Railway Range",0,0,2,0,0,1,0,0,0,5,12,57,77
1072,2019,October,DMP,4,11,19,7,0,247,6,3,64,163,497,1225,2246
1073,2019,October,CMP,0,9,8,11,0,97,3,0,11,15,122,490,766
1074,2019,October,KMP,0,0,1,1,0,10,0,0,3,6,28,111,160
1075,2019,October,RMP,0,4,1,0,1,26,3,1,5,4,44,321,410
1076,2019,October,BMP,1,1,3,1,0,7,0,1,12,10,39,109,184
1077,2019,October,SMP,0,0,1,9,0,25,0,0,5,12,62,60,174
1078,2019,October,RPMP,0,0,0,0,0,11,0,0,0,3,53,103,170
1079,2019,October,GMP,2,6,4,2,0,37,0,0,1,15,83,211,361
1080,2019,October,"Dhaka Range",9,17,75,7,0,339,13,9,35,101,895,1356,2856
1081,2019,October,"Mymensingh Range",1,2,19,3,0,160,4,5,5,32,355,626,1212
1082,2019,October,"Chittagong Range",12,13,59,10,0,274,8,6,31,97,897,1156,2563
1083,2019,October,"Sylhet Range",1,2,12,0,0,96,2,3,8,46,340,281,791
1084,2019,October,"Khulna Range",3,5,21,4,0,175,0,2,22,54,564,863,1713
1085,2019,October,"Barishal Range",2,3,13,0,0,141,4,1,16,15,417,317,929
1086,2019,October,"Rajshahi Range",2,10,29,11,0,230,5,4,6,41,555,1577,2470
1087,2019,October,"Rangpur Range",1,5,21,2,0,226,0,3,17,63,610,685,1633
1088,2019,October,"Railway Range",0,2,2,1,0,0,0,0,0,9,6,52,72
1089,2019,November,DMP,2,22,20,4,1,210,4,4,60,141,477,1384,2329
1090,2019,November,CMP,0,5,5,9,0,94,0,2,8,20,109,477,729
1091,2019,November,KMP,0,0,1,0,0,9,0,0,4,1,23,115,153
1092,2019,November,RMP,0,1,4,0,0,14,1,0,1,7,38,346,412
1093,2019,November,BMP,0,0,3,0,0,21,1,0,8,7,33,90,163
1094,2019,November,SMP,0,2,3,6,0,23,1,1,1,16,62,76,191
1095,2019,November,RPMP,1,1,1,1,0,18,0,0,0,3,33,68,126
1096,2019,November,GMP,0,2,6,0,0,39,3,0,3,11,65,164,293
1097,2019,November,"Dhaka Range",6,16,47,6,0,302,8,7,31,83,885,1279,2670
1098,2019,November,"Mymensingh Range",0,2,14,2,0,161,1,0,7,34,417,604,1242
1099,2019,November,"Chittagong Range",7,14,51,9,0,267,6,8,25,82,810,1112,2391
1100,2019,November,"Sylhet Range",2,6,19,0,0,66,1,4,1,31,312,271,713
1101,2019,November,"Khulna Range",1,7,28,2,0,169,0,1,19,62,596,794,1679
1102,2019,November,"Barishal Range",1,1,7,1,0,111,3,0,14,19,377,287,821
1103,2019,November,"Rajshahi Range",1,6,26,4,0,236,3,4,7,35,554,1525,2401
1104,2019,November,"Rangpur Range",1,6,22,2,0,183,0,7,8,42,677,617,1565
1105,2019,November,"Railway Range",0,4,1,0,0,0,0,0,5,9,1,49,68
1293,2019,December,DMP,2,13,17,12,1,176,8,6,74,111,402,1415,2237
1294,2019,December,CMP,0,6,6,7,0,60,1,0,16,12,112,432,652
1295,2019,December,KMP,0,0,0,1,0,11,0,1,2,5,26,100,146
1296,2019,December,RMP,0,0,2,0,0,15,2,1,2,7,33,296,358
1297,2019,December,BMP,0,1,1,0,0,9,0,0,4,6,36,94,151
1298,2019,December,SMP,0,0,4,4,0,17,1,1,2,18,64,60,171
1299,2019,December,RPMP,1,2,3,1,0,11,0,0,1,11,28,65,123
1300,2019,December,GMP,3,3,5,0,0,36,3,0,2,13,73,214,352
1301,2019,December,"Dhaka Range",11,16,60,6,0,266,6,5,28,87,806,1137,2428
1302,2019,December,"Mymensingh Range",0,3,13,4,0,130,3,1,4,33,434,531,1156
1303,2019,December,"Chittagong Range",4,7,50,8,0,220,4,5,35,73,766,1062,2234
1304,2019,December,"Sylhet Range",2,4,16,4,0,60,1,2,3,39,337,247,715
1305,2019,December,"Khulna Range",3,5,24,1,0,153,0,0,18,39,549,798,1590
1306,2019,December,"Barishal Range",3,1,11,1,0,93,2,0,11,19,383,293,817
1307,2019,December,"Rajshahi Range",2,4,21,4,0,204,2,2,5,43,508,1593,2388
1308,2019,December,"Rangpur Range",2,1,15,1,0,149,2,3,12,39,571,578,1373
1309,2019,December,"Railway Range",0,0,2,0,0,0,0,0,0,7,12,48,69
1497,2025,January,DMP,8,54,36,24,7,127,31,10,60,146,679,609,1791
1498,2025,January,CMP,2,7,3,7,0,26,5,4,12,28,120,157,371
1499,2025,January,KMP,2,1,2,3,0,19,2,0,0,14,47,88,178
1500,2025,January,RMP,1,0,2,0,0,12,1,1,4,5,51,89,166
1501,2025,January,BMP,0,0,3,0,1,14,0,1,10,8,49,46,132
1502,2025,January,SMP,0,1,0,5,0,7,0,0,7,20,60,46,146
1503,2025,January,RPMP,0,2,1,0,0,4,5,0,0,7,32,23,74
1504,2025,January,GMP,2,9,5,2,0,25,2,1,7,10,116,78,257
1505,2025,January,"Dhaka Range",24,31,76,4,0,229,16,5,44,106,1092,751,2378
1506,2025,January,"Mymensingh Range",4,2,13,11,0,85,5,2,7,46,427,265,867
1507,2025,January,"Chittagong Range",8,27,51,11,0,191,16,5,50,92,970,778,2199
1508,2025,January,"Sylhet Range",5,6,21,2,0,56,3,3,5,39,392,179,711
1509,2025,January,"Khulna Range",4,10,28,5,0,153,3,0,17,79,637,413,1349
1510,2025,January,"Barishal Range",4,2,12,12,0,98,3,3,15,40,515,143,847
1511,2025,January,"Rajshahi Range",4,12,22,5,0,200,9,1,10,73,670,569,1575
1512,2025,January,"Rangpur Range",3,6,19,0,0,194,4,2,14,67,730,434,1473
1513,2025,January,"Railway Range",0,1,0,0,0,0,0,0,0,17,16,24,58
1514,2025,February,DMP,6,46,38,18,9,142,18,7,36,117,638,491,1566
1515,2025,February,CMP,1,10,3,5,0,23,5,4,11,22,114,106,304
1516,2025,February,KMP,0,1,1,0,0,7,3,0,2,14,45,75,148
1517,2025,February,RMP,1,5,4,0,1,6,2,0,2,7,53,95,176
1518,2025,February,BMP,1,0,2,0,0,17,0,0,4,5,47,24,100
1519,2025,February,SMP,0,3,3,1,0,5,0,0,2,6,58,67,145
1520,2025,February,RPMP,0,2,0,0,0,10,0,0,0,8,26,18,64
1521,2025,February,GMP,1,1,8,0,0,20,6,0,2,12,93,66,209
1522,2025,February,"Dhaka Range",25,25,66,8,0,229,10,7,37,111,1051,577,2146
1523,2025,February,"Mymensingh Range",1,4,19,10,0,94,3,1,6,35,372,247,792
1524,2025,February,"Chittagong Range",13,14,50,11,0,171,10,5,43,75,896,662,1950
1525,2025,February,"Sylhet Range",2,6,13,3,0,79,1,5,4,50,385,127,675
1526,2025,February,"Khulna Range",2,11,22,2,0,140,2,1,18,60,591,342,1191
1527,2025,February,"Barishal Range",6,4,16,18,0,120,5,2,14,25,435,125,770
1528,2025,February,"Rajshahi Range",11,11,30,5,0,196,5,4,8,47,602,451,1370
1529,2025,February,"Rangpur Range",4,6,23,2,0,171,8,1,4,69,644,425,1357
1530,2025,February,"Railway Range",0,4,2,0,0,0,0,0,0,10,8,15,39
1531,2025,March,DMP,3,38,33,12,15,162,19,23,43,137,699,570,1754
1532,2025,March,CMP,1,4,7,8,0,46,8,4,8,17,185,149,437
1533,2025,March,KMP,0,5,1,3,0,14,1,3,5,20,53,65,170
1534,2025,March,RMP,0,1,3,1,1,19,3,2,3,4,45,53,135
1535,2025,March,BMP,0,0,4,1,0,24,0,3,3,3,43,29,110
1536,2025,March,SMP,0,3,0,7,0,14,2,3,1,6,73,56,165
1537,2025,March,RPMP,0,1,0,1,0,10,1,0,0,6,27,23,69
1538,2025,March,GMP,1,5,5,2,0,41,0,1,4,13,94,78,244
1539,2025,March,"Dhaka Range",21,42,66,4,0,375,10,22,43,144,1325,639,2691
1540,2025,March,"Mymensingh Range",2,7,22,5,0,132,2,2,9,39,498,291,1009
1541,2025,March,"Chittagong Range",13,25,65,16,0,249,20,11,39,128,1185,805,2556
1542,2025,March,"Sylhet Range",3,5,13,1,0,97,0,13,5,50,541,173,901
1543,2025,March,"Khulna Range",2,11,36,12,0,218,2,2,16,81,772,399,1551
1544,2025,March,"Barishal Range",5,1,14,12,0,164,2,2,13,44,564,153,974
1545,2025,March,"Rajshahi Range",7,10,21,4,0,271,5,4,8,79,930,514,1853
1546,2025,March,"Rangpur Range",2,10,26,0,0,218,7,1,6,80,795,401,1546
1547,2025,March,"Railway Range",0,3,0,1,0,0,1,0,0,15,20,35,75
1548,2025,April,DMP,7,37,29,12,1,191,19,7,48,118,540,538,1547
1549,2025,April,CMP,0,3,11,8,0,51,3,3,16,27,148,130,400
1550,2025,April,KMP,0,0,2,2,0,15,1,1,7,16,52,59,155
1551,2025,April,RMP,0,2,2,1,0,21,0,1,4,13,58,72,174
1552,2025,April,BMP,0,1,3,1,0,27,0,1,2,4,62,38,139
1553,2025,April,SMP,0,0,3,0,0,11,0,1,6,8,56,52,137
1554,2025,April,RPMP,0,0,0,0,0,16,0,0,0,6,33,14,69
1555,2025,April,GMP,4,9,8,0,0,33,2,1,4,9,99,68,237
1556,2025,April,"Dhaka Range",11,28,74,6,0,345,19,12,52,96,1388,699,2730
1557,2025,April,"Mymensingh Range",0,7,21,6,0,120,2,1,4,37,512,339,1049
1558,2025,April,"Chittagong Range",8,19,66,15,2,278,15,7,39,98,1298,781,2626
1559,2025,April,"Sylhet Range",3,6,20,0,0,97,1,3,3,38,420,189,780
1560,2025,April,"Khulna Range",0,16,32,14,0,207,6,2,11,64,851,473,1676
1561,2025,April,"Barishal Range",6,2,15,11,0,197,3,2,14,28,579,157,1014
1562,2025,April,"Rajshahi Range",7,11,35,11,0,265,10,9,5,84,919,639,1995
1563,2025,April,"Rangpur Range",0,4,13,1,0,213,7,1,4,60,837,443,1583
1564,2025,April,"Railway Range",0,4,2,0,0,2,0,0,0,9,10,30,57
1565,2025,May,DMP,5,40,32,12,6,183,25,9,50,128,630,613,1733
1566,2025,May,CMP,0,8,6,14,0,47,0,4,8,30,150,141,408
1567,2025,May,KMP,1,5,5,2,0,15,0,1,5,5,43,93,175
1568,2025,May,RMP,1,5,0,0,0,12,2,0,3,13,72,95,203
1569,2025,May,BMP,1,0,4,1,1,27,1,1,5,11,51,37,140
1570,2025,May,SMP,0,1,1,2,0,12,0,1,3,14,51,49,134
1571,2025,May,RPMP,1,1,1,0,0,12,0,0,0,7,44,20,86
1572,2025,May,GMP,2,9,7,0,0,33,5,0,2,14,121,77,270
1573,2025,May,"Dhaka Range",24,39,94,9,0,375,15,16,45,121,1197,809,2744
1574,2025,May,"Mymensingh Range",2,3,17,3,0,123,1,2,5,47,428,303,934
1575,2025,May,"Chittagong Range",12,20,55,8,1,242,9,11,53,85,1218,860,2574
1576,2025,May,"Sylhet Range",1,5,21,5,0,99,3,2,7,56,430,176,805
1577,2025,May,"Khulna Range",6,8,36,8,0,192,0,8,13,78,709,438,1496
1578,2025,May,"Barishal Range",6,5,12,12,0,181,5,3,16,27,550,163,980
1579,2025,May,"Rajshahi Range",3,11,29,4,0,298,10,2,7,70,805,551,1790
1580,2025,May,"Rangpur Range",2,4,20,0,0,236,6,2,7,46,780,390,1493
1581,2025,May,"Railway Range",0,13,1,0,0,0,0,0,0,13,12,41,80
1582,2025,June,DMP,4,32,49,8,4,168,20,6,55,90,456,564,1456
1583,2025,June,CMP,0,7,7,9,0,34,3,1,15,36,100,138,350
1584,2025,June,KMP,0,4,3,1,0,14,0,1,8,14,35,61,141
1585,2025,June,RMP,0,7,0,0,0,19,3,0,3,14,63,58,167
1586,2025,June,BMP,0,2,2,0,1,15,1,1,2,5,48,38,115
1587,2025,June,SMP,0,2,2,5,0,12,0,0,4,5,50,31,111
1588,2025,June,RPMP,0,1,2,0,2,11,2,0,0,7,28,24,77
1589,2025,June,GMP,1,5,8,0,0,24,6,3,7,12,76,59,201
1590,2025,June,"Dhaka Range",22,37,82,9,0,318,17,8,50,104,1233,755,2635
1591,2025,June,"Mymensingh Range",1,6,19,5,0,133,2,1,8,39,536,318,1068
1592,2025,June,"Chittagong Range",8,13,53,11,1,246,10,9,43,98,1118,792,2402
1593,2025,June,"Sylhet Range",2,4,20,3,0,92,2,5,5,52,371,142,698
1594,2025,June,"Khulna Range",5,9,28,9,0,156,6,4,19,61,651,432,1380
1595,2025,June,"Barishal Range",1,3,7,4,0,169,2,2,12,36,552,137,925
1596,2025,June,"Rajshahi Range",3,11,38,0,0,230,4,3,8,56,890,493,1736
1597,2025,June,"Rangpur Range",2,3,23,0,0,290,2,0,5,77,836,407,1645
1598,2025,June,"Railway Range",0,5,1,0,0,2,0,0,0,16,8,28,60
1599,2025,July,DMP,4,38,75,8,3,171,25,5,46,101,555,575,1606
1600,2025,July,CMP,0,8,9,4,0,54,6,4,16,28,129,164,422
1601,2025,July,KMP,0,0,2,1,0,14,1,0,7,14,38,63,140
1602,2025,July,RMP,0,4,2,0,0,18,3,2,6,14,64,90,203
1603,2025,July,BMP,0,1,1,1,0,26,0,0,5,8,41,40,123
1604,2025,July,SMP,0,3,2,1,0,11,0,0,4,9,38,39,107
1605,2025,July,RPMP,1,1,0,0,0,7,1,0,0,8,32,24,74
1606,2025,July,GMP,2,3,9,0,0,32,6,2,5,13,93,73,238
1607,2025,July,"Dhaka Range",22,36,77,14,0,364,12,6,70,142,1102,901,2746
1608,2025,July,"Mymensingh Range",0,3,23,7,0,114,10,1,7,36,408,325,934
1609,2025,July,"Chittagong Range",11,25,46,16,0,239,18,7,58,124,935,942,2421
1610,2025,July,"Sylhet Range",2,3,20,3,0,103,3,3,5,51,387,166,746
1611,2025,July,"Khulna Range",4,10,25,14,0,225,7,2,23,81,527,429,1347
1612,2025,July,"Barishal Range",8,7,15,14,1,188,4,1,24,43,412,158,875
1613,2025,July,"Rajshahi Range",4,14,27,6,0,235,7,3,9,89,742,498,1634
1614,2025,July,"Rangpur Range",1,5,29,0,0,287,6,3,7,72,821,457,1688
1615,2025,July,"Railway Range",0,5,0,0,0,9,0,0,0,16,9,46,85
1616,2025,August,DMP,2,52,32,7,1,159,16,5,51,132,555,594,1606
1617,2025,August,CMP,1,10,3,7,0,49,6,7,13,25,134,145,400
1618,2025,August,KMP,0,0,5,0,0,20,1,3,6,19,31,70,155
1619,2025,August,RMP,0,4,3,0,0,17,3,0,7,20,75,71,200
1620,2025,August,BMP,0,0,2,0,0,29,0,1,3,9,38,43,125
1621,2025,August,SMP,1,0,3,0,0,5,1,1,4,16,61,33,125
1622,2025,August,RPMP,0,0,0,0,0,12,1,0,2,5,25,16,61
1623,2025,August,GMP,3,6,7,0,0,27,3,2,6,26,88,82,250
1624,2025,August,"Dhaka Range",19,36,73,8,0,346,19,6,49,159,1156,924,2795
1625,2025,August,"Mymensingh Range",0,5,24,1,0,104,5,3,10,34,364,358,908
1626,2025,August,"Chittagong Range",17,18,42,17,1,229,15,6,76,134,1014,1061,2630
1627,2025,August,"Sylhet Range",2,5,17,3,0,81,0,7,5,63,338,184,705
1628,2025,August,"Khulna Range",2,11,30,14,0,147,5,2,25,80,581,449,1346
1629,2025,August,"Barishal Range",7,8,16,5,0,196,5,3,35,52,438,225,990
1630,2025,August,"Rajshahi Range",7,8,37,4,0,216,4,3,5,91,742,456,1573
1631,2025,August,"Rangpur Range",1,9,25,0,0,264,5,2,14,74,833,473,1700
1632,2025,August,"Railway Range",0,4,2,0,0,3,1,0,0,17,11,49,87
1633,2025,September,DMP,4,36,25,11,1,137,19,4,44,119,576,553,1529
1634,2025,September,CMP,0,4,7,4,0,46,5,5,12,41,140,139,403
1635,2025,September,KMP,0,1,1,0,0,16,2,1,6,15,36,62,140
1636,2025,September,RMP,0,3,0,0,0,13,4,0,5,8,68,78,179
1637,2025,September,BMP,1,0,0,0,0,34,1,1,5,9,39,35,125
1638,2025,September,SMP,1,2,2,5,0,6,2,0,5,16,63,63,165
1639,2025,September,RPMP,0,3,0,0,0,3,3,0,1,11,30,16,67
1640,2025,September,GMP,1,6,3,0,0,35,6,2,8,16,96,77,250
1641,2025,September,"Dhaka Range",10,51,77,8,0,346,3,11,49,141,1194,928,2818
1642,2025,September,"Mymensingh Range",0,4,15,6,0,117,2,1,13,55,384,356,953
1643,2025,September,"Chittagong Range",16,22,55,31,1,240,22,9,68,130,1067,1019,2680
1644,2025,September,"Sylhet Range",3,4,16,5,0,77,2,2,5,61,396,192,763
1645,2025,September,"Khulna Range",1,12,27,9,1,163,9,2,21,66,585,445,1341
1646,2025,September,"Barishal Range",2,4,18,3,0,210,1,0,34,30,454,185,941
1647,2025,September,"Rajshahi Range",8,9,26,7,0,247,9,5,11,65,795,386,1568
1648,2025,September,"Rangpur Range",2,4,24,3,0,238,6,0,8,85,694,355,1419
1649,2025,September,"Railway Range",1,4,1,0,0,0,0,0,0,20,14,50,90
1650,2025,October,DMP,1,29,22,8,1,166,24,9,43,119,546,563,1531
1651,2025,October,CMP,3,10,5,21,0,51,4,5,13,34,132,170,448
1652,2025,October,KMP,0,3,5,1,0,11,3,0,8,13,42,72,158
1653,2025,October,RMP,0,4,3,0,0,16,1,1,3,9,81,58,176
1654,2025,October,BMP,0,1,0,0,0,22,5,0,5,8,68,38,147
1655,2025,October,SMP,1,1,1,4,0,8,2,2,4,16,60,85,184
1656,2025,October,RPMP,0,1,0,0,0,10,1,1,4,6,26,17,66
1657,2025,October,GMP,4,6,11,2,0,24,7,3,4,14,106,102,283
1658,2025,October,"Dhaka Range",9,49,59,13,0,362,18,12,50,156,1361,984,3073
1659,2025,October,"Mymensingh Range",1,3,29,4,0,115,1,2,15,43,379,347,939
1660,2025,October,"Chittagong Range",19,26,59,27,0,263,17,16,73,139,1156,998,2793
1661,2025,October,"Sylhet Range",2,7,15,1,0,80,2,6,5,58,405,168,749
1662,2025,October,"Khulna Range",5,10,34,10,0,136,8,3,23,90,612,435,1366
1663,2025,October,"Barishal Range",3,6,16,1,0,186,6,2,23,28,576,184,1031
1664,2025,October,"Rajshahi Range",7,12,41,7,0,258,4,5,12,103,826,345,1620
1665,2025,October,"Rangpur Range",1,10,17,0,0,277,7,2,16,84,748,363,1525
1666,2025,October,"Railway Range",0,2,2,4,0,0,0,0,0,11,15,47,81
1667,2025,November,DMP,1,28,27,12,0,134,28,2,45,123,508,475,1383
1668,2025,November,CMP,0,2,8,10,0,39,5,3,17,34,148,146,412
1669,2025,November,KMP,0,2,5,1,0,14,0,0,6,13,33,62,136
1670,2025,November,RMP,1,2,1,0,0,11,5,0,7,8,47,66,148
1671,2025,November,BMP,0,2,1,0,0,19,5,2,5,7,74,41,156
1672,2025,November,SMP,1,0,5,6,0,11,0,1,5,17,71,79,196
1673,2025,November,RPMP,2,1,0,0,0,8,1,0,1,6,27,21,67
1674,2025,November,GMP,2,4,6,1,0,41,10,3,6,23,108,66,270
1675,2025,November,"Dhaka Range",11,38,53,6,0,344,12,5,44,154,1235,838,2740
1676,2025,November,"Mymensingh Range",0,2,21,5,0,102,2,2,9,54,369,289,855
1677,2025,November,"Chittagong Range",11,19,51,16,0,210,13,9,53,99,1025,905,2411
1678,2025,November,"Sylhet Range",1,4,9,6,0,68,2,3,10,47,414,192,756
1679,2025,November,"Khulna Range",2,14,19,12,0,135,4,4,16,64,557,365,1192
1680,2025,November,"Barishal Range",4,2,14,4,0,208,1,2,31,30,440,171,907
1681,2025,November,"Rajshahi Range",6,8,36,0,0,173,2,4,5,82,718,360,1394
1682,2025,November,"Rangpur Range",2,7,20,0,0,226,3,1,7,69,771,263,1369
1683,2025,November,"Railway Range",0,5,3,0,3,1,0,0,0,12,15,34,73
1684,2025,December,DMP,3,22,20,8,0,113,23,2,44,76,434,519,1264
1685,2025,December,CMP,0,4,2,5,0,29,5,3,10,23,139,148,368
1686,2025,December,KMP,0,1,4,0,0,6,0,0,2,14,27,51,105
1687,2025,December,RMP,1,4,4,0,0,7,2,2,6,8,35,91,160
1688,2025,December,BMP,1,1,2,2,0,15,4,1,4,3,40,38,111
1689,2025,December,SMP,1,0,2,5,0,10,2,1,3,18,45,74,161
1690,2025,December,RPMP,1,2,0,0,0,8,0,0,2,4,40,29,86
1691,2025,December,GMP,2,7,4,0,0,22,7,1,4,16,84,90,237
1692,2025,December,"Dhaka Range",24,32,68,2,0,234,17,7,50,132,1073,906,2545
1693,2025,December,"Mymensingh Range",2,1,12,4,0,86,3,2,3,39,343,250,745
1694,2025,December,"Chittagong Range",10,22,44,19,0,169,10,4,53,83,960,860,2234
1695,2025,December,"Sylhet Range",2,5,19,3,0,58,1,2,7,44,402,204,747
1696,2025,December,"Khulna Range",2,10,23,9,0,97,5,1,25,57,497,398,1124
1697,2025,December,"Barishal Range",5,4,11,3,0,111,1,0,25,16,414,139,729
1698,2025,December,"Rajshahi Range",8,9,33,1,0,142,2,2,0,80,656,396,1329
1699,2025,December,"Rangpur Range",2,5,26,0,0,141,5,1,11,51,694,286,1222
1700,2025,December,"Railway Range",0,3,3,2,0,0,0,0,0,4,3,50,65
